product_id,purchase_lines,units,clients,active_days,revenue,gross,discount_amount,min_list_price,max_list_price,discount_share,net_unit_price,revenue_share,ABC,active_months,monthly_cv,list_price_ratio
43727,52,2307,52,48,109358883.0,228995127.0,119636244.0,99261.0,99261.0,0.5224401303526428,47403.07022106632,6.530299108119956e-05,A,12,0.33539058620764434,1.0
28371,50,2024,50,46,109136471.0,201719936.0,92583465.0,99664.0,99664.0,0.4589703270578075,53921.18132411067,6.517017910969881e-05,A,12,0.5907091152360678,1.0
12909,56,2076,56,48,108850981.0,194153748.0,85302767.0,93523.0,93523.0,0.43935678748782125,52433.03516377649,6.49997004945892e-05,A,11,0.5667098718509199,1.0
1214,55,2172,55,50,108652631.0,186361944.0,77709313.0,85802.0,85802.0,0.4169805880539645,50024.231583793735,6.488125699987141e-05,A,12,0.44246061389638636,1.0
35733,43,1980,43,41,108421714.0,189901800.0,81480086.0,95910.0,95910.0,0.42906431639931797,54758.441414141416,6.474336631940882e-05,A,12,0.5291386929259594,1.0
13285,54,1978,54,50,108353611.0,189375698.0,81022087.0,95741.0,95741.0,0.42783782637199835,54779.3786653185,6.470269902764796e-05,A,11,0.6832007864158541,1.0
10398,51,2151,51,49,108268170.0,213919101.0,105650931.0,99451.0,99451.0,0.49388264304644774,50333.877266387724,6.465167845476073e-05,A,11,0.6882949990182018,1.0
32957,55,2123,55,52,108083028.0,201629802.0,93546774.0,94974.0,94974.0,0.4639531114552203,50910.51719265191,6.454112203681746e-05,A,12,0.5797499215682493,1.0
34561,56,1933,56,50,107964321.0,192101540.0,84137219.0,99380.0,99380.0,0.43798305312908997,55853.24418003104,6.447023687459177e-05,A,12,0.384279822573187,1.0
13418,52,1872,52,45,107861366.0,185743584.0,77882218.0,99222.0,99222.0,0.4192996405194809,57618.25106837607,6.440875792324985e-05,A,12,0.37512325390636847,1.0
36773,51,1910,51,45,107391767.0,177368330.0,69976563.0,92863.0,92863.0,0.3945268188520465,56226.05602094241,6.412833973985691e-05,A,10,0.6824389929400306,1.0
17707,50,2012,50,43,107273485.0,194661000.0,87387515.0,96750.0,96750.0,0.44892153538716023,53316.841451292246,6.405770836379332e-05,A,12,0.5036456698398507,1.0
13349,48,1835,48,45,107059326.0,181114500.0,74055174.0,98700.0,98700.0,0.40888594783962634,58342.956948228886,6.392982462098883e-05,A,11,0.7155981548932705,1.0
12578,49,1717,49,45,106954469.0,161883911.0,54929442.0,94283.0,94283.0,0.33931378146652263,62291.47874199184,6.386720990192846e-05,A,12,0.4674621686496594,1.0
37425,56,2054,56,52,106902991.0,188933082.0,82030091.0,91983.0,91983.0,0.4341753711507231,52046.24683544304,6.383647012768554e-05,A,12,0.4259499207751179,1.0
24288,46,1804,46,43,106893741.0,176909260.0,70015519.0,98065.0,98065.0,0.3957707979785795,59253.7366962306,6.383094654651015e-05,A,12,0.441472824951684,1.0
22552,51,1972,51,45,106824074.0,196263300.0,89439226.0,99525.0,99525.0,0.4557103951681236,54170.422920892495,6.37893453216727e-05,A,12,0.3300278264864406,1.0
28244,48,2076,48,42,106581187.0,203692968.0,97111781.0,98118.0,98118.0,0.47675568751101904,51339.685452793834,6.364430682859721e-05,A,12,0.6033890276492941,1.0
30055,60,2313,60,57,106529845.0,188403102.0,81873257.0,81454.0,81454.0,0.4345642727262527,46057.00172935581,6.361364826592617e-05,A,12,0.47995524344845414,1.0
2501,53,2059,53,49,106519337.0,189016200.0,82496863.0,91800.0,91800.0,0.43645392828762825,51733.529383195724,6.360737347771092e-05,A,12,0.5128728549395285,1.0
46196,60,2207,60,54,106213207.0,194348420.0,88135213.0,88060.0,88060.0,0.4534907615919903,48125.60353420933,6.342456981228131e-05,A,12,0.48792753606313777,1.0
25005,51,2125,51,50,105610013.0,188950750.0,83340737.0,88918.0,88918.0,0.4410712156474637,49698.829647058825,6.306437618811789e-05,A,12,0.4649399857093587,1.0
19301,53,1963,53,48,105603309.0,184657447.0,79054138.0,94069.0,94069.0,0.42811237393529,53796.8970962812,6.306037293533953e-05,A,12,0.574996135356393,1.0
21720,47,1902,47,46,105093414.0,163906752.0,58813338.0,86176.0,86176.0,0.3588219355356392,55254.160883280754,6.275589224091484e-05,A,11,0.6722253636484966,1.0
23708,42,1738,42,41,104849077.0,169983352.0,65134275.0,97804.0,97804.0,0.38318031874086117,60327.432105868815,6.26099878891686e-05,A,12,0.8351996970039905,1.0
35190,50,1918,50,47,104842523.0,167498940.0,62656417.0,87330.0,87330.0,0.37407052844632926,54662.42075078206,6.260607420797687e-05,A,12,0.4020174073408603,1.0
47455,52,2116,52,49,104534528.0,201718280.0,97183752.0,95330.0,95330.0,0.4817795987552541,49401.950850661626,6.242215686915352e-05,A,12,0.5443167691128185,1.0
41393,41,1607,41,41,104286011.0,158630184.0,54344173.0,98712.0,98712.0,0.34258406332050906,64894.84194150591,6.227375645585992e-05,A,12,0.6633849202340005,1.0
23777,51,2090,51,47,103892938.0,192486910.0,88593972.0,92099.0,92099.0,0.46025972363523315,49709.53971291866,6.203903530738898e-05,A,12,0.34522119648681604,1.0
47952,51,2071,51,46,103270971.0,179675818.0,76404847.0,86758.0,86758.0,0.42523722919686385,49865.26846933849,6.16676315005871e-05,A,12,0.5524296126749852,1.0
30792,48,1830,48,47,103166913.0,178584210.0,75417297.0,97587.0,97587.0,0.42230663618020875,56375.36229508197,6.16054938995115e-05,A,12,0.6222573073807415,1.0
17283,50,2173,50,49,103088520.0,213038747.0,109950227.0,98039.0,98039.0,0.5161043638695453,47440.64427059365,6.155868199690796e-05,A,12,0.3428544953716041,1.0
43226,48,2036,48,45,102881007.0,202537208.0,99656201.0,99478.0,99478.0,0.4920389788329658,50530.946463654225,6.143476687253499e-05,A,11,0.6442195705713155,1.0
41916,55,1764,55,48,102750474.0,174579552.0,71829078.0,98968.0,98968.0,0.4114403844958887,58248.56802721089,6.135681988641954e-05,A,11,0.6720879576656981,1.0
8464,52,1810,52,50,102744356.0,171910180.0,69165824.0,94978.0,94978.0,0.40233698783864924,56764.83756906077,6.135316655997295e-05,A,12,0.4483751345539642,1.0
3318,61,2278,61,57,102687603.0,214489646.0,111802043.0,94157.0,94157.0,0.5212468064775491,45077.964442493416,6.131927685160027e-05,A,12,0.4347797147624462,1.0
30223,48,1682,48,42,102677392.0,165401152.0,62723760.0,98336.0,98336.0,0.37922202621660095,61044.82282996433,6.131317941512654e-05,A,12,0.476703591028985,1.0
25155,51,1810,51,45,102591558.0,179235250.0,76643692.0,99025.0,99025.0,0.42761505897974866,56680.41878453039,6.126192416468233e-05,A,12,0.7139156314509518,1.0
39179,55,2054,55,53,102570768.0,192903464.0,90332696.0,93916.0,93916.0,0.46827928398424196,49937.08276533593,6.124950954277569e-05,A,12,0.2891459184143476,1.0
46671,54,1758,54,48,102005155.0,170701800.0,68696645.0,97100.0,97100.0,0.40243655895837066,58023.4101251422,6.091175718392606e-05,A,12,0.4485815504469255,1.0
41666,48,1673,48,44,101871466.0,162528604.0,60657138.0,97148.0,97148.0,0.37320900141368346,60891.49193066348,6.0831925611627954e-05,A,12,0.5677235853087302,1.0
2085,51,2086,51,45,101735315.0,201799640.0,100064325.0,96740.0,96740.0,0.4958597795318168,48770.52492809204,6.075062387102133e-05,A,12,0.6011749931179694,1.0
23254,49,1832,49,45,101636365.0,181276400.0,79640035.0,98950.0,98950.0,0.43932930596591724,55478.365174672486,6.069153648104237e-05,A,12,0.39068024270422835,1.0
24664,42,1611,42,41,101540618.0,160376661.0,58836043.0,99551.0,99551.0,0.3668616283263311,63029.55803848541,6.063436174300987e-05,A,12,0.7671838923803886,1.0
23835,45,1671,45,42,101361683.0,166939584.0,65577901.0,99904.0,99904.0,0.3928241548750954,60659.295631358465,6.0527511797321284e-05,A,12,0.3352755726567881,1.0
36758,53,1714,53,50,101281020.0,170431590.0,69150570.0,99435.0,99435.0,0.40573798554598944,59090.44340723454,6.0479344378040104e-05,A,12,0.4154435363222303,1.0
38046,60,2050,60,57,101182268.0,201379700.0,100197432.0,98234.0,98234.0,0.4975547783614734,49357.203902439025,6.042037522255549e-05,A,12,0.5240949821050548,1.0
33519,51,1912,51,47,101083958.0,177980432.0,76896474.0,93086.0,93086.0,0.4320501593118956,52868.17887029289,6.036167000467947e-05,A,12,0.7575114190610448,1.0
35698,49,1887,49,45,101042523.0,180427392.0,79384869.0,95616.0,95616.0,0.4399823558941649,53546.64705882353,6.033692734673325e-05,A,11,0.5287222323051239,1.0
21339,57,2159,57,49,100749037.0,183040020.0,82290983.0,84780.0,84780.0,0.44957918492360305,46664.676702176934,6.016167396891248e-05,A,12,0.5948689208536462,1.0
36980,57,2160,57,56,100736913.0,175234320.0,74497407.0,81127.0,81127.0,0.4251302313382447,46637.45972222222,6.015443419613729e-05,A,12,0.4583024680965339,1.0
32552,47,1664,47,40,100712909.0,152074624.0,51361715.0,91391.0,91391.0,0.33774020707097063,60524.58473557692,6.014010035370116e-05,A,12,0.5050680418380227,1.0
36043,52,1768,52,46,100593530.0,166200840.0,65607310.0,94005.0,94005.0,0.39474716252938313,56896.79298642534,6.006881391076737e-05,A,12,0.5115198993592234,1.0
40658,45,1808,45,40,100520536.0,178021104.0,77500568.0,98463.0,98463.0,0.4353448341720204,55597.64159292035,6.0025225988138524e-05,A,12,0.4989318216388921,1.0
39196,59,2018,59,54,100417143.0,192371904.0,91954761.0,95328.0,95328.0,0.4780051508977111,49760.72497522299,5.996348548776364e-05,A,12,0.3647512049789972,1.0
33002,43,1751,43,41,100184295.0,166639168.0,66454873.0,95168.0,95168.0,0.39879503599057814,57215.47401484866,5.98244417224092e-05,A,12,0.46681205757005984,1.0
29907,45,1583,45,41,100030112.0,144356936.0,44326824.0,91192.0,91192.0,0.3070640402065613,63190.21604548326,5.973237228280206e-05,A,12,0.697831853047993,1.0
48348,50,1903,50,44,99689618.0,184166631.0,84477013.0,96777.0,96777.0,0.4586988019561481,52385.50604308986,5.952904836401989e-05,A,12,0.5808413682693299,1.0
1020,58,2030,58,53,99663900.0,174259260.0,74595360.0,85842.0,85842.0,0.42807113951935755,49095.51724137931,5.9513691016920555e-05,A,12,0.5669837321733319,1.0
22657,53,1711,53,48,99560874.0,168422285.0,68861411.0,98435.0,98435.0,0.4088616360952471,58188.70485096435,5.945216966836095e-05,A,11,0.5499291621600977,1.0
21325,59,2165,59,52,99527247.0,213490650.0,113963403.0,98610.0,98610.0,0.5338098085325985,45971.01478060046,5.943208951007068e-05,A,12,0.3701781001992386,1.0
16302,50,1972,50,46,99433305.0,190765364.0,91332059.0,96737.0,96737.0,0.47876646517446425,50422.56845841785,5.937599261679727e-05,A,11,0.4658209600195414,1.0
14530,47,1787,47,42,99431215.0,170903319.0,71472104.0,95637.0,95637.0,0.41820196598990567,55641.418578623394,5.9374744586023586e-05,A,12,0.47501948714493986,1.0
6254,53,1921,53,48,99422309.0,176391983.0,76969674.0,91823.0,91823.0,0.4363558518416339,51755.496616345656,5.9369426422353523e-05,A,12,0.36270113416019706,1.0
40906,53,1887,53,51,99387034.0,185378880.0,85991846.0,98240.0,98240.0,0.46387078182800545,52669.33439321675,5.9348362170898166e-05,A,12,0.4437112380726252,1.0
39056,47,1899,47,41,99299532.0,171802530.0,72502998.0,90470.0,90470.0,0.4220135640610182,52290.43285939968,5.929611088441065e-05,A,11,0.5849656002098631,1.0
22216,46,1806,46,41,99165887.0,178143840.0,78977953.0,98640.0,98640.0,0.4433381081265566,54909.12901439646,5.921630558644463e-05,A,12,0.5868749841278518,1.0
26443,54,1825,54,51,99161698.0,181545525.0,82383827.0,99477.0,99477.0,0.45379155999576415,54335.17698630137,5.921380415060206e-05,A,12,0.6324728593451415,1.0
41338,41,1648,41,41,99065131.0,159445648.0,60380517.0,96751.0,96751.0,0.3786902794612494,60112.33677184466,5.915613975456266e-05,A,12,0.3969096024769504,1.0
11116,54,1889,54,52,98949485.0,182817420.0,83867935.0,96780.0,96780.0,0.45875242632786306,52381.94017998941,5.908708244984809e-05,A,12,0.5940667291157217,1.0
14246,54,1951,54,49,98811805.0,187301853.0,88490048.0,96003.0,96003.0,0.4724461962477221,50646.747821629935,5.900486767620177e-05,A,12,0.7102937837379525,1.0
5790,62,2315,62,59,98760665.0,198763585.0,100002920.0,85859.0,85859.0,0.5031249562136847,42661.19438444924,5.8974329736600717e-05,A,12,0.3585518742968299,1.0
19565,60,2119,60,56,98683044.0,193699909.0,95016865.0,91411.0,91411.0,0.4905364462509892,46570.57291175082,5.892797882909635e-05,A,12,0.5925285507102664,1.0
6905,49,1626,49,45,98647961.0,160538232.0,61890271.0,98732.0,98732.0,0.3855173327186013,60669.10270602706,5.890702922927187e-05,A,11,0.8715233903254934,1.0
16007,43,1689,43,38,98491843.0,164935917.0,66444074.0,97653.0,97653.0,0.4028478163431195,58313.70219064535,5.881380431619723e-05,A,12,0.4660381814389653,1.0
39247,59,2004,59,51,98352612.0,194185596.0,95832984.0,96899.0,96899.0,0.49351232003840284,49078.149700598806,5.8730663372345176e-05,A,12,0.5561667706784227,1.0
40138,59,2434,59,54,98261634.0,209124412.0,110862778.0,85918.0,85918.0,0.5301283429310969,40370.433032046014,5.867633641362354e-05,A,12,0.5210004670207571,1.0
29388,52,2119,52,47,98248583.0,190739666.0,92491083.0,90014.0,90014.0,0.4849074392318586,46365.541764983485,5.866854308844299e-05,A,12,0.546791993524833,1.0
7518,48,1779,48,42,97997973.0,173205219.0,75207246.0,97361.0,97361.0,0.4342088906685889,55085.988195615515,5.8518892852943975e-05,A,12,0.5687419756417816,1.0
29272,53,1868,53,51,97933391.0,177689764.0,79756373.0,95123.0,95123.0,0.44885181455922246,52426.868843683085,5.8480328104893226e-05,A,12,0.534320243230786,1.0
1456,51,2013,51,48,97911014.0,186198474.0,88287460.0,92498.0,92498.0,0.47415780647052996,48639.35121708892,5.8466965815600055e-05,A,12,0.5609235233745022,1.0
32342,39,1636,39,38,97717330.0,158978300.0,61260970.0,97175.0,97175.0,0.38534171015792723,59729.41931540342,5.835130859437029e-05,A,9,0.8582185717026976,1.0
30631,48,1844,48,41,97705318.0,169791832.0,72086514.0,92078.0,92078.0,0.42455819665106154,52985.53036876356,5.834413570171312e-05,A,12,0.5849557624777121,1.0
37358,46,2079,46,45,97699000.0,179816868.0,82117868.0,86492.0,86492.0,0.4566749989216807,46993.265993265995,5.834036294648434e-05,A,11,0.632660830443969,1.0
12992,47,2020,47,40,97670737.0,192108060.0,94437323.0,95103.0,95103.0,0.49158438745360294,48351.85,5.832348586813189e-05,A,12,0.5740457103752585,1.0
15312,48,1786,48,47,97661790.0,178037410.0,80375620.0,99685.0,99685.0,0.4514535456340328,54681.85330347144,5.831814322156148e-05,A,12,0.6536253262546776,1.0
35930,47,1674,47,44,97531103.0,154796454.0,57265351.0,92471.0,92471.0,0.36993968221003304,58262.307646356036,5.824010427528376e-05,A,12,0.4592804558256443,1.0
11093,45,1710,45,43,97376955.0,155382570.0,58005615.0,90867.0,90867.0,0.3733083768662084,56945.587719298244,5.81480557357135e-05,A,12,0.6343377045246115,1.0
46957,51,1878,51,46,97202596.0,183685302.0,86482706.0,97809.0,97809.0,0.4708199570589486,51758.5708200213,5.804393832056098e-05,A,12,0.4004245689141794,1.0
40575,44,1492,44,40,97192793.0,147852724.0,50659931.0,99097.0,99097.0,0.34263779272676775,65142.62265415549,5.803808451880288e-05,A,12,0.642981857988403,1.0
18133,48,1634,48,43,97108599.0,163078102.0,65969503.0,99803.0,99803.0,0.40452704680117013,59429.98714810282,5.798780858437248e-05,A,12,0.650998267470021,1.0
38958,49,2028,49,42,97065270.0,200313672.0,103248402.0,98774.0,98774.0,0.5154336245206468,47862.55917159763,5.79619349358591e-05,A,11,0.6641292467293084,1.0
16846,48,1835,48,46,96991610.0,170192580.0,73200970.0,92748.0,92748.0,0.4301067061795526,52856.46321525885,5.791794931538563e-05,A,11,0.656004722334349,1.0
39277,58,2240,58,49,96951695.0,176989120.0,80037425.0,79013.0,79013.0,0.4522166390792835,43282.00669642857,5.7894114316183904e-05,A,12,0.5924562973635391,1.0
47577,56,2103,56,51,96949917.0,200502123.0,103552206.0,95341.0,95341.0,0.5164643867636255,46100.76890156919,5.7893052594310407e-05,A,11,0.5347002111049703,1.0
26063,47,1811,47,41,96945283.0,167593562.0,70648279.0,92542.0,92542.0,0.42154530375098775,53531.35450027609,5.789028542942751e-05,A,12,0.5014810880354211,1.0
20187,44,1678,44,43,96830913.0,167607030.0,70776117.0,99885.0,99885.0,0.4222741552069743,57706.14600715137,5.782199008034319e-05,A,12,0.4836113503958577,1.0
130,48,1899,48,44,96733433.0,188884035.0,92150602.0,99465.0,99465.0,0.4878686650250774,50939.14323328067,5.776378049191318e-05,A,12,0.5009676037660953,1.0
11659,46,2014,46,43,96727778.0,195772884.0,99045106.0,97206.0,97206.0,0.505918409007041,48027.69513406157,5.77604036430973e-05,A,12,0.5000638488535077,1.0
14487,58,1990,58,51,96528141.0,181491980.0,84963839.0,91202.0,91202.0,0.4681410109691899,48506.60351758794,5.764119162416623e-05,A,12,0.3842759271436562,1.0
43262,53,1982,53,50,96507772.0,166606920.0,70099148.0,84060.0,84060.0,0.4207457169246031,48692.11503531786,5.762902839984605e-05,A,12,0.46781033616613177,1.0
602,48,1742,48,45,96394427.0,173957862.0,77563435.0,99861.0,99861.0,0.44587484640389524,55335.49196326062,5.756134512327035e-05,A,11,0.5407455616178102,1.0
8114,53,1851,53,47,96381628.0,177621960.0,81240332.0,95960.0,95960.0,0.4573777476613815,52070.031334413834,5.755370227835534e-05,A,12,0.8062048408518286,1.0
31791,49,2010,49,43,96364210.0,197412150.0,101047940.0,98215.0,98215.0,0.5118628210067111,47942.39303482587,5.754330122571609e-05,A,11,0.612488530056285,1.0
14892,46,1843,46,40,96357664.0,180486833.0,84129169.0,97931.0,97931.0,0.4661235814359932,52283.051546391755,5.753939232167564e-05,A,12,0.5561166163490806,1.0
39067,46,1927,46,39,96286430.0,166066933.0,69780503.0,86179.0,86179.0,0.42019504870364527,49967.01089776855,5.74968553723299e-05,A,12,0.46972736165576967,1.0
23127,52,1936,52,48,96253090.0,183021696.0,86768606.0,94536.0,94536.0,0.4740891812083306,49717.50516528926,5.747694659434204e-05,A,12,0.4893445761422616,1.0
1541,41,1705,41,39,96209227.0,159507865.0,63298638.0,93553.0,93553.0,0.3968370964027385,56427.6991202346,5.7450754070980266e-05,A,11,0.4613010422082139,1.0
17675,47,1664,47,39,96179026.0,164205184.0,68026158.0,98681.0,98681.0,0.41427533737302713,57799.895432692305,5.7432719727728575e-05,A,12,0.5532189624499518,1.0
32816,56,2225,56,53,96154719.0,200278925.0,104124206.0,90013.0,90013.0,0.5198959700827234,43215.60404494382,5.741820495068746e-05,A,12,0.46756501505417764,1.0
4672,60,1942,60,55,96137902.0,178164906.0,82027004.0,91743.0,91743.0,0.46039933363756835,49504.583934088565,5.740816278153864e-05,A,12,0.5984780538096564,1.0
2070,49,1895,49,44,96108331.0,183331775.0,87223444.0,96745.0,96745.0,0.47576828403041427,50716.79736147757,5.739050463895078e-05,A,12,0.512501586566431,1.0
23976,57,1933,57,53,96104637.0,176142692.0,80038055.0,91124.0,91124.0,0.4543932767872084,49717.86704604242,5.738829878934409e-05,A,12,0.4041259164190157,1.0
4587,47,1667,47,41,96001706.0,162445816.0,66444110.0,97448.0,97448.0,0.40902321547019715,57589.50569886023,5.7326834169456023e-05,A,11,0.548591839858356,1.0
17674,58,2097,58,56,95994395.0,186576381.0,90581986.0,88973.0,88973.0,0.4854954604355843,45777.01239866476,5.732246845032377e-05,A,12,0.49076634101896455,1.0
336,50,2016,50,46,95973301.0,179946144.0,83972843.0,89259.0,89259.0,0.4666554177454339,47605.80406746032,5.730987229666822e-05,A,11,0.4891164790549838,1.0
26616,48,1812,48,44,95866677.0,178991172.0,83124495.0,98781.0,98781.0,0.4644055573869308,52906.55463576159,5.7246202424317373e-05,A,12,0.6763185927366892,1.0
27779,54,1977,54,48,95849778.0,173361153.0,77511375.0,87689.0,87689.0,0.44710924944067487,48482.43702579666,5.723611128936786e-05,A,12,0.5421307151911574,1.0
19372,50,1875,50,48,95846807.0,158686875.0,62840068.0,84633.0,84633.0,0.3960004127625552,51118.297066666666,5.723433717480871e-05,A,11,0.5158199168960682,1.0
37021,43,1746,43,34,95841579.0,166978710.0,71137131.0,95635.0,95635.0,0.42602515614116315,54892.08419243986,5.723121530644277e-05,A,11,0.7521849312069975,1.0
27664,55,1646,55,49,95838192.0,157913948.0,62075756.0,95938.0,95938.0,0.393098626094764,58224.904009720536,5.7229192780016706e-05,A,12,0.7168348518055754,1.0
1754,45,1603,45,39,95762401.0,145998034.0,50235633.0,91078.0,91078.0,0.3440843114366869,59739.489082969434,5.71839346458692e-05,A,12,0.8547747968872781,1.0
36430,60,1975,60,52,95697589.0,180724350.0,85026761.0,91506.0,91506.0,0.4704776141123208,48454.475443037976,5.714523255471896e-05,A,12,0.5074021541166762,1.0
6350,53,1658,53,46,95689452.0,156926384.0,61236932.0,94648.0,94648.0,0.3902271271349756,57713.78287092883,5.7140373594716346e-05,A,11,0.7159215282558347,1.0
35334,42,1707,42,38,95645368.0,170071824.0,74426456.0,99632.0,99632.0,0.4376177914102926,56031.26420620972,5.7114049102550275e-05,A,12,0.5418489830210574,1.0
30758,44,1729,44,42,95601654.0,164227336.0,68625682.0,94984.0,94984.0,0.41787003108909954,55293.03296703297,5.708794555363122e-05,A,11,0.6590207030645668,1.0
30876,56,2085,56,52,95454411.0,173611695.0,78157284.0,83267.0,83267.0,0.4501844417796854,45781.49208633094,5.700002029276541e-05,A,12,0.3482698071889829,1.0
21620,53,2002,53,47,95362823.0,183483300.0,88120477.0,91650.0,91650.0,0.4802642910826217,47633.77772227772,5.694532907625815e-05,A,12,0.5257147246184636,1.0
42895,51,2026,51,46,95347711.0,187076788.0,91729077.0,92338.0,92338.0,0.49032847944770147,47062.048864758144,5.693630503747733e-05,A,12,0.4223701468151455,1.0
48089,53,2014,53,48,95239671.0,185370574.0,90130903.0,92041.0,92041.0,0.4862201214309235,47288.81380337637,5.687178960934871e-05,A,12,0.6529104252221452,1.0
11158,51,1765,51,47,95193663.0,174364350.0,79170687.0,98790.0,98790.0,0.45405317658110733,53934.08668555241,5.684431621229816e-05,A,11,0.6947023595470442,1.0
42787,51,1877,51,48,95171981.0,177049902.0,81877921.0,94326.0,94326.0,0.46245674284530247,50704.305274374005,5.683136893802303e-05,A,12,0.6177858162614971,1.0
48474,48,1934,48,43,95137965.0,172992432.0,77854467.0,89448.0,89448.0,0.4500455083491745,49192.32936918304,5.681105649075144e-05,A,12,0.7473355828104427,1.0
31038,50,1752,50,47,95096152.0,171023232.0,75927080.0,97616.0,97616.0,0.44395769575913524,54278.625570776254,5.678608811240691e-05,A,12,0.5190361970433719,1.0
6,47,1692,47,42,94934141.0,163409976.0,68475835.0,96578.0,96578.0,0.41904317396142327,56107.64834515366,5.6689344230265615e-05,A,12,0.4936852891571151,1.0
17159,47,1641,47,45,94923501.0,162145569.0,67222068.0,98809.0,98809.0,0.4145785075384946,57844.91224862888,5.668299061905413e-05,A,11,0.581916911368789,1.0
47252,49,1862,49,47,94850537.0,171911012.0,77060475.0,92326.0,92326.0,0.44825793358717475,50940.138023630505,5.663942061074261e-05,A,12,0.6134864077683628,1.0
14460,47,1791,47,45,94726668.0,174280419.0,79553751.0,97309.0,97309.0,0.45646981718583085,52890.378559463985,5.6565452991649086e-05,A,11,0.5037329309528623,1.0
9575,45,2012,45,41,94693515.0,173547072.0,78853557.0,86256.0,86256.0,0.45436408745634155,47064.3712723658,5.654565587957256e-05,A,12,0.5752419043333348,1.0
34404,42,1661,42,39,94671629.0,162178379.0,67506750.0,97639.0,97639.0,0.4162499984045345,56996.76640577965,5.6532586787939616e-05,A,12,0.5009359938006075,1.0
43664,53,1938,53,50,94581720.0,178224294.0,83642574.0,91963.0,91963.0,0.4693107326883281,48803.77708978328,5.6478898176058685e-05,A,12,0.3792495945030343,1.0
41377,47,1839,47,43,94556484.0,162663228.0,68106744.0,88452.0,88452.0,0.41869785099801415,51417.337683523656,5.646382865232438e-05,A,12,0.6006815330548894,1.0
38934,49,1722,49,46,94480916.0,170281692.0,75800776.0,98886.0,98886.0,0.4451493000198753,54866.96631823461,5.6418703681268997e-05,A,12,0.6211316527286367,1.0
38441,51,1868,51,48,94465136.0,179856644.0,85391508.0,96283.0,96283.0,0.47477538833650207,50570.201284796574,5.640928075035573e-05,A,11,0.5391959050292329,1.0
22584,45,1738,45,41,94401451.0,172727654.0,78326203.0,99383.0,99383.0,0.4534664900850214,54316.13981588032,5.637125164039302e-05,A,11,0.4710243591295931,1.0
24720,49,1782,49,47,94376532.0,164197044.0,69820512.0,92142.0,92142.0,0.425223927904573,52961.01683501683,5.6356371411278456e-05,A,12,0.5069064291224422,1.0
45170,56,1977,56,49,94277782.0,150182805.0,55905023.0,75965.0,75965.0,0.3722464965280146,47687.29489124937,5.6297403450081665e-05,A,12,0.5221331489037591,1.0
39047,50,1692,50,45,94210226.0,155726604.0,61516378.0,92037.0,92037.0,0.39502805827577153,55679.802600472816,5.625706279604004e-05,A,11,0.5955476427504699,1.0
29326,60,1989,60,54,94175409.0,171364284.0,77188875.0,86156.0,86156.0,0.4504373560128784,47348.11915535445,5.623627203649585e-05,A,12,0.46699797760466255,1.0
